t: 0.00000e+00   Fx1: 0.00000e+00   Fy1: 0.00000e+00   Fz1: 0.00000e+00  Fx2: 0.00000e+00   Fy2: 0.00000e+00   Fz2: 0.00000e+00  Fx3: 0.00000e+00   Fy3: 0.00000e+00   Fz3: 0.00000e+00 
t: 1.89001e-06   Fx1: 5.40422e-07   Fy1: 2.12066e-06   Fz1: 4.29681e-05  Fx2: 8.94451e-09   Fy2: 1.77669e-08   Fz2: -8.05922e-07  Fx3: -1.11903e-07   Fy3: -1.17036e-07   Fz3: 2.09972e-05 
t: 1.90000e-06   Fx1: 3.54072e-07   Fy1: -2.18288e-06   Fz1: 6.83587e-05  Fx2: 7.43246e-08   Fy2: -1.54309e-08   Fz2: -2.15270e-07  Fx3: -1.80343e-07   Fy3: -3.64772e-07   Fz3: 2.10969e-05 
t: 1.91000e-06   Fx1: 4.76079e-06   Fy1: 8.51932e-07   Fz1: 1.25999e-05  Fx2: 4.28829e-08   Fy2: -1.47438e-08   Fz2: -1.58592e-06  Fx3: -2.53472e-07   Fy3: -1.91794e-07   Fz3: 2.12973e-05 
t: 1.92000e-06   Fx1: 1.22031e-07   Fy1: -2.91551e-06   Fz1: 5.46043e-05  Fx2: 7.76968e-08   Fy2: -1.30341e-08   Fz2: 9.09191e-07  Fx3: -2.72015e-07   Fy3: -2.94170e-08   Fz3: 2.07276e-05 
t: 1.93000e-06   Fx1: -8.82017e-07   Fy1: 4.97858e-07   Fz1: -1.01939e-05  Fx2: -1.84002e-08   Fy2: -4.99231e-08   Fz2: 7.13418e-09  Fx3: -1.24631e-07   Fy3: -1.84593e-07   Fz3: 2.06800e-05 
t: 1.94000e-06   Fx1: -3.69868e-06   Fy1: 1.69295e-06   Fz1: 4.73169e-05  Fx2: -1.52976e-09   Fy2: 3.35350e-08   Fz2: -7.06570e-07  Fx3: -5.47235e-08   Fy3: -7.45969e-08   Fz3: 2.11072e-05 
t: 1.95000e-06   Fx1: -5.92782e-07   Fy1: -1.09355e-06   Fz1: 3.16199e-06  Fx2: -7.53467e-09   Fy2: -3.13969e-08   Fz2: 1.80224e-07  Fx3: -8.34892e-08   Fy3: -1.49701e-07   Fz3: 2.07709e-05 
t: 1.96000e-06   Fx1: 1.09428e-06   Fy1: 2.35373e-07   Fz1: 1.05783e-05  Fx2: 5.24101e-08   Fy2: -2.23773e-08   Fz2: 2.39123e-07  Fx3: -1.31325e-07   Fy3: -2.38182e-07   Fz3: 2.08493e-05 
t: 1.97000e-06   Fx1: -1.83316e-06   Fy1: 9.45262e-07   Fz1: 3.77765e-05  Fx2: -1.09600e-07   Fy2: 5.55483e-08   Fz2: -1.49984e-06  Fx3: -1.03091e-07   Fy3: -2.20474e-07   Fz3: 2.12158e-05 
t: 1.98000e-06   Fx1: -7.77499e-07   Fy1: 4.31469e-07   Fz1: -2.44923e-05  Fx2: -6.64045e-08   Fy2: 2.63606e-08   Fz2: -7.63860e-07  Fx3: -1.52643e-07   Fy3: -3.29639e-07   Fz3: 2.13001e-05 
t: 1.99000e-06   Fx1: 1.30778e-07   Fy1: 4.11765e-09   Fz1: 1.87507e-05  Fx2: -1.64833e-08   Fy2: -2.23612e-08   Fz2: -1.28480e-06  Fx3: -2.25002e-07   Fy3: -4.33690e-07   Fz3: 2.05486e-05 
t: 2.00000e-06   Fx1: -2.14622e-06   Fy1: 3.41112e-08   Fz1: -3.05640e-05  Fx2: 5.58720e-08   Fy2: 3.70327e-09   Fz2: 1.47385e-07  Fx3: -1.84770e-07   Fy3: -3.32904e-07   Fz3: 2.06177e-05 
t: 2.01001e-06   Fx1: 5.47743e-07   Fy1: 1.60983e-06   Fz1: 3.70815e-05  Fx2: 7.65982e-08   Fy2: 2.99793e-08   Fz2: -1.95886e-07  Fx3: -1.26396e-07   Fy3: -2.90495e-07   Fz3: 2.14456e-05 
t: 2.02000e-06   Fx1: 7.09749e-07   Fy1: -8.38398e-07   Fz1: 8.77892e-07  Fx2: 7.56961e-09   Fy2: -1.62636e-08   Fz2: -6.20506e-07  Fx3: 4.39789e-08   Fy3: -1.92305e-07   Fz3: 1.99395e-05 
t: 2.03000e-06   Fx1: -2.18768e-06   Fy1: -6.58885e-07   Fz1: 6.54267e-05  Fx2: 5.50618e-08   Fy2: -4.22481e-08   Fz2: -5.49447e-07  Fx3: -9.82706e-09   Fy3: -2.19470e-07   Fz3: 2.07748e-05 
t: 2.04000e-06   Fx1: 1.83806e-06   Fy1: -5.48170e-07   Fz1: 6.45352e-05  Fx2: -2.21773e-08   Fy2: -7.59283e-08   Fz2: -2.97560e-07  Fx3: -1.24327e-07   Fy3: 2.02532e-07   Fz3: 2.12875e-05 
t: 2.05000e-06   Fx1: 3.06171e-07   Fy1: 1.98647e-06   Fz1: 3.54988e-05  Fx2: 3.82182e-08   Fy2: -4.54011e-08   Fz2: 9.90491e-07  Fx3: -1.43616e-07   Fy3: 6.89224e-07   Fz3: 2.12099e-05 
t: 2.06000e-06   Fx1: -1.08709e-06   Fy1: -1.27727e-06   Fz1: 9.39346e-05  Fx2: 4.65288e-08   Fy2: -5.80980e-08   Fz2: 9.02711e-07  Fx3: -1.91449e-07   Fy3: 9.45540e-07   Fz3: 2.25270e-05 
t: 2.07000e-06   Fx1: -7.33614e-07   Fy1: -1.93005e-06   Fz1: 4.04255e-05  Fx2: -3.51830e-08   Fy2: -1.34942e-09   Fz2: -1.02566e-06  Fx3: -1.81066e-07   Fy3: 3.47876e-07   Fz3: 2.15007e-05 
t: 2.08000e-06   Fx1: -1.67093e-06   Fy1: 9.75447e-07   Fz1: 2.87019e-05  Fx2: 1.49048e-08   Fy2: 2.86402e-08   Fz2: -8.21175e-07  Fx3: -1.25419e-07   Fy3: -1.87378e-07   Fz3: 2.22060e-05 
t: 2.09000e-06   Fx1: -1.81730e-06   Fy1: -1.82602e-06   Fz1: 7.63186e-05  Fx2: -1.27116e-08   Fy2: -2.58926e-08   Fz2: -1.30962e-06  Fx3: -1.42272e-07   Fy3: -1.71978e-07   Fz3: 2.04320e-05 
t: 2.10000e-06   Fx1: -5.01078e-07   Fy1: -7.55152e-07   Fz1: -5.25111e-06  Fx2: 3.38157e-08   Fy2: -9.90848e-08   Fz2: 2.94729e-07  Fx3: -1.63159e-09   Fy3: -2.77787e-07   Fz3: 2.06110e-05 
t: 2.11000e-06   Fx1: -1.39489e-06   Fy1: 1.59036e-06   Fz1: 5.63369e-05  Fx2: 2.70529e-08   Fy2: -8.20687e-08   Fz2: 1.77858e-06  Fx3: -6.88981e-08   Fy3: -2.34846e-07   Fz3: 2.11606e-05 
t: 2.12000e-06   Fx1: 3.21434e-07   Fy1: 1.81004e-06   Fz1: 4.24708e-05  Fx2: -1.61607e-08   Fy2: 1.38655e-08   Fz2: -1.54067e-06  Fx3: -1.15185e-07   Fy3: -2.16222e-07   Fz3: 2.16377e-05 
t: 2.13000e-06   Fx1: -4.75875e-07   Fy1: -2.23716e-06   Fz1: 7.21899e-05  Fx2: 2.60222e-08   Fy2: 2.63537e-08   Fz2: -5.86569e-07  Fx3: -1.53691e-07   Fy3: -6.32342e-08   Fz3: 2.14173e-05 
t: 2.14000e-06   Fx1: 3.97158e-07   Fy1: -2.20619e-07   Fz1: 3.64379e-05  Fx2: -1.91034e-08   Fy2: 1.27416e-08   Fz2: 6.60576e-07  Fx3: -2.84780e-07   Fy3: -2.20681e-09   Fz3: 2.14968e-05 
t: 2.15000e-06   Fx1: -1.28104e-06   Fy1: -2.89214e-06   Fz1: 3.20808e-05  Fx2: -5.81473e-09   Fy2: 6.21885e-08   Fz2: -1.29213e-06  Fx3: -1.88450e-07   Fy3: 4.86120e-08   Fz3: 2.15796e-05 
t: 2.16000e-06   Fx1: 2.42967e-06   Fy1: 8.67206e-07   Fz1: -2.54933e-05  Fx2: -3.00879e-09   Fy2: -4.40421e-08   Fz2: -2.99761e-06  Fx3: -1.02718e-07   Fy3: 1.69479e-07   Fz3: 2.16148e-05 
t: 2.17000e-06   Fx1: -3.96010e-07   Fy1: -1.04656e-06   Fz1: 3.24451e-05  Fx2: -3.13517e-08   Fy2: 6.01778e-08   Fz2: 9.01037e-08  Fx3: -1.26425e-07   Fy3: 1.40979e-07   Fz3: 2.21172e-05 
t: 2.18000e-06   Fx1: -2.65126e-07   Fy1: -5.45449e-07   Fz1: 2.20471e-06  Fx2: -2.85669e-08   Fy2: -2.67062e-08   Fz2: -7.39899e-07  Fx3: -2.06121e-07   Fy3: 1.91040e-07   Fz3: 2.20867e-05 
t: 2.19000e-06   Fx1: -1.18703e-06   Fy1: 1.10714e-06   Fz1: 1.28901e-05  Fx2: -2.95011e-08   Fy2: 5.00724e-08   Fz2: 4.13520e-07  Fx3: -1.34432e-07   Fy3: -1.31797e-08   Fz3: 2.15070e-05 
t: 2.20000e-06   Fx1: 6.85293e-07   Fy1: -8.61915e-07   Fz1: 5.30500e-05  Fx2: -4.36883e-08   Fy2: 2.45821e-08   Fz2: -1.35991e-06  Fx3: -1.30516e-07   Fy3: -1.18299e-07   Fz3: 2.20586e-05 
t: 2.21000e-06   Fx1: 2.33892e-07   Fy1: 1.42086e-06   Fz1: 6.31840e-05  Fx2: 1.69791e-08   Fy2: -3.59000e-08   Fz2: -4.72380e-07  Fx3: -5.10722e-08   Fy3: -1.42488e-08   Fz3: 2.19983e-05 
t: 2.22000e-06   Fx1: 1.95458e-06   Fy1: 2.25128e-06   Fz1: 3.12276e-05  Fx2: 1.69510e-08   Fy2: 7.00475e-08   Fz2: -2.44315e-06  Fx3: -4.07179e-08   Fy3: -1.29696e-08   Fz3: 2.10837e-05 
t: 2.23000e-06   Fx1: -8.95413e-07   Fy1: -4.76387e-09   Fz1: 5.09452e-06  Fx2: -8.54937e-11   Fy2: 7.55130e-08   Fz2: 2.14753e-07  Fx3: 2.09851e-08   Fy3: -1.06523e-07   Fz3: 2.12203e-05 
t: 2.24000e-06   Fx1: -3.97392e-07   Fy1: -5.42384e-07   Fz1: -6.66238e-06  Fx2: -3.66051e-08   Fy2: -2.65853e-08   Fz2: 1.11460e-07  Fx3: 3.17570e-08   Fy3: -1.30403e-07   Fz3: 2.11813e-05 
t: 2.25000e-06   Fx1: -1.51788e-06   Fy1: 5.65928e-07   Fz1: 3.00319e-05  Fx2: -5.00263e-08   Fy2: 3.78048e-08   Fz2: -6.23041e-07  Fx3: 5.92289e-08   Fy3: -1.64676e-07   Fz3: 2.10936e-05 
t: 2.26000e-06   Fx1: 1.21480e-06   Fy1: -4.13488e-07   Fz1: 4.87275e-06  Fx2: -4.74329e-08   Fy2: -7.03899e-09   Fz2: -2.85394e-07  Fx3: 2.35790e-08   Fy3: -2.32490e-07   Fz3: 2.11820e-05 
t: 2.27000e-06   Fx1: -2.81668e-06   Fy1: 2.18159e-07   Fz1: 1.00245e-04  Fx2: 3.93796e-08   Fy2: 6.92732e-08   Fz2: -4.71783e-07  Fx3: -3.60427e-08   Fy3: -1.90285e-07   Fz3: 1.94453e-05 
t: 2.28000e-06   Fx1: -9.35192e-07   Fy1: -4.26131e-07   Fz1: 3.59530e-05  Fx2: 4.10692e-08   Fy2: -4.82698e-09   Fz2: 8.44352e-07  Fx3: -6.71464e-08   Fy3: -1.61192e-07   Fz3: 1.89868e-05 
t: 2.29000e-06   Fx1: 2.53574e-07   Fy1: 1.75859e-06   Fz1: 1.31560e-05  Fx2: -1.05612e-07   Fy2: 1.66179e-08   Fz2: -4.83483e-07  Fx3: 1.04056e-08   Fy3: -1.86804e-07   Fz3: 2.03388e-05 
t: 2.30000e-06   Fx1: 1.88688e-07   Fy1: -3.11935e-07   Fz1: 2.98001e-05  Fx2: -9.94840e-08   Fy2: 1.52941e-08   Fz2: -1.49429e-07  Fx3: -3.17973e-08   Fy3: -2.19474e-07   Fz3: 2.06828e-05 
t: 2.31000e-06   Fx1: -2.16234e-07   Fy1: 4.08150e-07   Fz1: 3.97843e-05  Fx2: -6.04639e-08   Fy2: -5.14517e-08   Fz2: -2.49754e-06  Fx3: -9.42913e-09   Fy3: -2.04100e-07   Fz3: 2.08657e-05 
t: 2.32000e-06   Fx1: -9.70294e-07   Fy1: -1.46925e-06   Fz1: -5.53864e-05  Fx2: 3.32725e-08   Fy2: -7.34083e-09   Fz2: -6.70100e-07  Fx3: -4.53474e-08   Fy3: -2.05960e-07   Fz3: 2.15519e-05 
t: 2.33000e-06   Fx1: -8.12468e-07   Fy1: 5.39245e-08   Fz1: 6.97526e-06  Fx2: -3.20681e-08   Fy2: -6.24559e-10   Fz2: 6.61775e-07  Fx3: 2.54008e-08   Fy3: -2.69107e-07   Fz3: 2.22428e-05 
t: 2.34000e-06   Fx1: -7.32671e-08   Fy1: -1.03709e-06   Fz1: 4.01373e-05  Fx2: -1.44817e-07   Fy2: -4.75223e-08   Fz2: -1.93291e-06  Fx3: -1.14526e-07   Fy3: -2.79139e-07   Fz3: 2.13748e-05 
t: 2.35000e-06   Fx1: -2.47073e-07   Fy1: -9.84078e-07   Fz1: 1.44722e-05  Fx2: 5.50916e-08   Fy2: -3.35490e-09   Fz2: 6.60754e-07  Fx3: -4.34012e-08   Fy3: -2.86023e-07   Fz3: 2.12557e-05 
t: 2.36000e-06   Fx1: 9.04217e-07   Fy1: -5.20915e-07   Fz1: -3.72677e-06  Fx2: -7.19841e-08   Fy2: -4.10423e-08   Fz2: -7.77416e-07  Fx3: -2.44504e-07   Fy3: -3.14384e-07   Fz3: 2.12430e-05 
t: 2.37000e-06   Fx1: 1.66798e-07   Fy1: -4.98406e-07   Fz1: 5.80763e-06  Fx2: -5.16171e-08   Fy2: 1.23294e-07   Fz2: 4.20727e-07  Fx3: -3.37555e-07   Fy3: -3.62787e-07   Fz3: 2.19127e-05 
t: 2.38000e-06   Fx1: -1.30613e-06   Fy1: 3.77490e-06   Fz1: -3.28281e-05  Fx2: 1.41118e-08   Fy2: 5.09267e-08   Fz2: -7.48928e-07  Fx3: -3.62600e-07   Fy3: -4.25788e-07   Fz3: 2.18372e-05 
t: 2.39000e-06   Fx1: -7.76081e-07   Fy1: -5.80342e-07   Fz1: 6.29843e-05  Fx2: 1.16259e-08   Fy2: 1.27049e-08   Fz2: -1.35125e-06  Fx3: -2.88988e-07   Fy3: -4.74181e-07   Fz3: 2.11992e-05 
t: 2.40000e-06   Fx1: -9.31929e-07   Fy1: 1.61968e-07   Fz1: 1.72442e-05  Fx2: -6.64133e-08   Fy2: 7.13497e-08   Fz2: -8.35833e-08  Fx3: -4.52302e-07   Fy3: -4.85047e-07   Fz3: 2.11324e-05 
t: 2.41000e-06   Fx1: -6.51574e-07   Fy1: 3.90900e-07   Fz1: 9.54183e-06  Fx2: -1.03575e-08   Fy2: 1.85830e-08   Fz2: 3.32485e-07  Fx3: -2.18080e-07   Fy3: -5.89115e-07   Fz3: 2.08638e-05 
t: 2.42000e-06   Fx1: -3.05823e-06   Fy1: -1.75694e-06   Fz1: 7.09178e-05  Fx2: -3.61423e-09   Fy2: 1.47576e-08   Fz2: -1.23396e-06  Fx3: -6.49641e-08   Fy3: -2.85812e-07   Fz3: 2.14080e-05 
t: 2.43000e-06   Fx1: 1.02641e-06   Fy1: 5.66733e-07   Fz1: 7.57205e-05  Fx2: 1.21223e-07   Fy2: -8.59809e-08   Fz2: 8.05079e-08  Fx3: -3.27334e-08   Fy3: -2.56355e-07   Fz3: 2.15931e-05 
t: 2.44000e-06   Fx1: 1.46684e-06   Fy1: -1.32611e-06   Fz1: 1.98782e-05  Fx2: -1.21301e-08   Fy2: -3.05512e-08   Fz2: -2.25814e-06  Fx3: -4.33548e-08   Fy3: -2.09754e-07   Fz3: 2.08521e-05 
t: 2.45000e-06   Fx1: -6.53118e-07   Fy1: 2.49102e-07   Fz1: 3.38306e-05  Fx2: 8.29078e-08   Fy2: -4.00108e-08   Fz2: -1.29375e-06  Fx3: -1.21116e-07   Fy3: -2.21360e-07   Fz3: 2.20945e-05 
t: 2.46000e-06   Fx1: -2.09010e-06   Fy1: 1.13883e-06   Fz1: -3.62081e-06  Fx2: 4.19199e-08   Fy2: 4.72289e-08   Fz2: -2.89833e-07  Fx3: -1.37094e-07   Fy3: -1.88918e-07   Fz3: 2.25568e-05 
t: 2.47000e-06   Fx1: -8.82145e-07   Fy1: 1.30220e-06   Fz1: 1.05237e-04  Fx2: -1.62081e-09   Fy2: -5.67198e-08   Fz2: -5.98882e-07  Fx3: -1.54251e-07   Fy3: -1.52333e-07   Fz3: 2.20714e-05 
t: 2.48000e-06   Fx1: -4.11311e-07   Fy1: -2.99247e-06   Fz1: -4.00387e-05  Fx2: -3.11712e-08   Fy2: 7.18199e-11   Fz2: 2.02220e-08  Fx3: -1.07591e-07   Fy3: -1.54038e-07   Fz3: 2.14960e-05 
t: 2.49000e-06   Fx1: 1.14546e-06   Fy1: 6.01088e-08   Fz1: 5.33919e-06  Fx2: -6.32856e-08   Fy2: -4.18192e-08   Fz2: -3.33682e-07  Fx3: -1.24249e-07   Fy3: -2.28500e-07   Fz3: 2.14225e-05 
t: 2.50000e-06   Fx1: 6.33717e-07   Fy1: 1.67136e-06   Fz1: 2.04812e-05  Fx2: -2.69671e-09   Fy2: 2.90597e-08   Fz2: 2.45339e-07  Fx3: -1.75350e-07   Fy3: -1.80519e-07   Fz3: 2.22081e-05 
t: 2.51000e-06   Fx1: -4.16603e-07   Fy1: -2.38794e-07   Fz1: 8.95419e-06  Fx2: 2.09084e-08   Fy2: 7.38354e-08   Fz2: -6.07041e-07  Fx3: -1.32721e-07   Fy3: -2.04211e-07   Fz3: 2.22739e-05 
t: 2.52000e-06   Fx1: 2.09683e-07   Fy1: -5.99523e-07   Fz1: 1.34690e-05  Fx2: -4.59764e-09   Fy2: -3.08745e-08   Fz2: 1.52134e-07  Fx3: -1.87503e-07   Fy3: -1.90083e-07   Fz3: 2.28399e-05 
t: 2.53000e-06   Fx1: 4.35367e-07   Fy1: -5.45964e-07   Fz1: 3.39475e-06  Fx2: 1.59265e-08   Fy2: -6.12850e-08   Fz2: 4.85507e-07  Fx3: -5.65765e-08   Fy3: -1.50747e-07   Fz3: 2.22254e-05 
t: 2.54000e-06   Fx1: 7.75061e-07   Fy1: 1.49590e-06   Fz1: 2.00215e-05  Fx2: 2.25187e-08   Fy2: -8.83622e-08   Fz2: -4.31835e-07  Fx3: -6.19808e-08   Fy3: -2.17218e-07   Fz3: 2.11056e-05 
t: 2.55000e-06   Fx1: -5.52811e-07   Fy1: 6.38566e-08   Fz1: 8.99386e-06  Fx2: -3.58464e-08   Fy2: 2.80786e-08   Fz2: -1.42721e-07  Fx3: -1.62472e-08   Fy3: -2.79451e-07   Fz3: 1.99981e-05 
t: 2.56000e-06   Fx1: 9.41309e-07   Fy1: 5.65505e-07   Fz1: 4.63389e-05  Fx2: -1.07963e-07   Fy2: -5.61190e-09   Fz2: 3.13718e-07  Fx3: 3.45670e-08   Fy3: -2.89163e-07   Fz3: 1.95565e-05 
t: 2.57000e-06   Fx1: 1.72145e-06   Fy1: 5.94480e-07   Fz1: 2.90297e-05  Fx2: -1.52116e-08   Fy2: -6.31793e-08   Fz2: 2.19183e-07  Fx3: -6.50050e-08   Fy3: -2.74903e-07   Fz3: 2.08986e-05 
t: 2.57999e-06   Fx1: -2.90405e-06   Fy1: -9.16384e-07   Fz1: 8.55878e-05  Fx2: -2.89838e-08   Fy2: 5.92661e-09   Fz2: -1.07590e-06  Fx3: -3.18720e-07   Fy3: -2.16489e-07   Fz3: 1.98241e-05 
t: 2.59000e-06   Fx1: -1.31019e-06   Fy1: -1.55487e-06   Fz1: -1.04526e-05  Fx2: 2.97088e-09   Fy2: -4.97637e-08   Fz2: -3.99713e-07  Fx3: -3.21851e-07   Fy3: -2.46404e-07   Fz3: 1.98824e-05 
t: 2.60000e-06   Fx1: 1.66653e-06   Fy1: 9.72361e-07   Fz1: 4.04746e-05  Fx2: -1.74094e-08   Fy2: 1.27706e-07   Fz2: 6.61688e-08  Fx3: -3.47942e-07   Fy3: -1.46551e-07   Fz3: 2.00231e-05 
t: 2.61000e-06   Fx1: -4.43261e-07   Fy1: 1.84632e-07   Fz1: 4.12323e-05  Fx2: 4.76167e-09   Fy2: -6.64266e-09   Fz2: 2.68731e-06  Fx3: -4.23804e-07   Fy3: -5.92229e-08   Fz3: 1.99987e-05 
t: 2.62000e-06   Fx1: -2.27738e-06   Fy1: 7.43964e-07   Fz1: 6.42007e-05  Fx2: 1.43244e-08   Fy2: 6.16412e-08   Fz2: 3.39651e-07  Fx3: -3.72533e-07   Fy3: -8.04198e-08   Fz3: 2.02147e-05 
t: 2.62999e-06   Fx1: 1.31794e-08   Fy1: 2.87433e-07   Fz1: 3.70874e-05  Fx2: 7.03669e-08   Fy2: 6.87997e-08   Fz2: -1.94345e-07  Fx3: -3.38887e-07   Fy3: -3.45588e-07   Fz3: 2.15531e-05 
t: 2.63999e-06   Fx1: -1.48855e-06   Fy1: 4.15120e-07   Fz1: 1.38644e-05  Fx2: -4.27774e-08   Fy2: 4.15053e-09   Fz2: -5.44100e-07  Fx3: -2.50924e-07   Fy3: -1.32699e-07   Fz3: 2.05103e-05 
t: 2.65000e-06   Fx1: -2.83478e-07   Fy1: -2.24153e-06   Fz1: 2.96740e-05  Fx2: -5.56839e-08   Fy2: -9.04145e-08   Fz2: -1.03641e-06  Fx3: -2.63284e-07   Fy3: -1.08701e-07   Fz3: 2.04735e-05 
t: 2.66000e-06   Fx1: -6.77913e-07   Fy1: 6.22882e-07   Fz1: 1.85696e-05  Fx2: -6.57247e-08   Fy2: -2.96864e-08   Fz2: 2.21312e-07  Fx3: -2.50896e-07   Fy3: -5.00164e-08   Fz3: 2.05076e-05 
t: 2.67000e-06   Fx1: -4.20298e-07   Fy1: -7.78026e-07   Fz1: 5.11062e-05  Fx2: -5.99987e-08   Fy2: -2.51208e-08   Fz2: -6.40804e-08  Fx3: -2.31779e-07   Fy3: 9.00561e-08   Fz3: 2.08408e-05 
t: 2.67999e-06   Fx1: 3.63846e-06   Fy1: 5.80235e-07   Fz1: -2.33847e-06  Fx2: -1.47610e-08   Fy2: -1.50280e-08   Fz2: 1.46191e-06  Fx3: -2.59112e-07   Fy3: 1.76748e-08   Fz3: 2.14766e-05 
t: 2.68999e-06   Fx1: -9.83377e-07   Fy1: -2.16829e-07   Fz1: 4.89530e-05  Fx2: 3.50862e-08   Fy2: -6.78954e-09   Fz2: -7.30680e-07  Fx3: -1.52071e-07   Fy3: 5.47019e-08   Fz3: 2.22334e-05 
t: 2.70000e-06   Fx1: 2.12671e-06   Fy1: 9.54720e-07   Fz1: 1.32205e-05  Fx2: 1.05571e-07   Fy2: 6.28550e-09   Fz2: 2.29505e-07  Fx3: -1.75550e-08   Fy3: -2.86658e-08   Fz3: 2.16575e-05 
t: 2.71000e-06   Fx1: -2.19383e-06   Fy1: -8.04286e-07   Fz1: 2.29072e-05  Fx2: 8.64344e-08   Fy2: 1.60126e-08   Fz2: -2.30892e-07  Fx3: -8.39957e-09   Fy3: -6.82656e-08   Fz3: 2.08649e-05 
t: 2.72000e-06   Fx1: -1.26867e-06   Fy1: 4.75809e-07   Fz1: -6.73266e-06  Fx2: -1.44614e-08   Fy2: 3.85435e-08   Fz2: -2.10434e-06  Fx3: -3.70449e-08   Fy3: -1.54360e-07   Fz3: 2.03542e-05 
t: 2.72999e-06   Fx1: -1.49272e-06   Fy1: -1.51028e-06   Fz1: 3.73715e-05  Fx2: 3.77146e-08   Fy2: 4.57328e-08   Fz2: -8.87011e-07  Fx3: -2.79434e-07   Fy3: -1.27036e-07   Fz3: 2.04887e-05 
t: 2.73999e-06   Fx1: 1.50639e-06   Fy1: -2.68641e-06   Fz1: 5.14192e-05  Fx2: -3.73758e-08   Fy2: -5.72932e-08   Fz2: 2.36247e-07  Fx3: -1.54606e-07   Fy3: -2.92837e-07   Fz3: 2.05644e-05 
t: 2.74999e-06   Fx1: -2.78731e-06   Fy1: -1.97016e-06   Fz1: 4.18724e-05  Fx2: -4.11920e-09   Fy2: 4.57928e-08   Fz2: 4.93671e-07  Fx3: -1.89772e-07   Fy3: -2.29345e-07   Fz3: 1.98073e-05 
t: 2.76000e-06   Fx1: 2.83362e-07   Fy1: 2.41326e-06   Fz1: -1.00463e-06  Fx2: -3.04700e-08   Fy2: 3.19474e-08   Fz2: 5.63379e-07  Fx3: -2.74991e-07   Fy3: -1.85414e-07   Fz3: 2.06644e-05 
t: 2.77000e-06   Fx1: -6.68418e-07   Fy1: 1.53024e-06   Fz1: 2.82237e-05  Fx2: -3.83568e-08   Fy2: 1.91703e-08   Fz2: -1.06944e-06  Fx3: -3.44065e-07   Fy3: -2.13292e-07   Fz3: 2.04453e-05 
t: 2.77999e-06   Fx1: -7.30742e-07   Fy1: -4.87004e-09   Fz1: 5.08062e-05  Fx2: -5.65235e-09   Fy2: 3.20599e-08   Fz2: -1.30910e-07  Fx3: -4.25205e-07   Fy3: -2.84793e-07   Fz3: 1.99338e-05 
t: 2.78999e-06   Fx1: -1.23307e-06   Fy1: 1.23200e-06   Fz1: 3.81157e-05  Fx2: -1.89752e-08   Fy2: -6.17380e-08   Fz2: 4.93008e-07  Fx3: -2.43238e-07   Fy3: -2.09308e-07   Fz3: 2.01548e-05 
t: 2.79999e-06   Fx1: -1.11505e-06   Fy1: -1.61095e-06   Fz1: 3.00012e-05  Fx2: 2.19055e-09   Fy2: -1.15123e-07   Fz2: -4.58130e-07  Fx3: -1.91415e-07   Fy3: -1.66911e-07   Fz3: 2.00229e-05 
t: 2.80999e-06   Fx1: 1.13024e-07   Fy1: -1.59890e-06   Fz1: 5.03923e-05  Fx2: -3.08120e-08   Fy2: -4.08856e-08   Fz2: -2.65393e-06  Fx3: -1.43166e-07   Fy3: -1.48421e-07   Fz3: 1.98944e-05 
t: 2.82000e-06   Fx1: 1.01825e-06   Fy1: -9.79498e-07   Fz1: 3.49223e-05  Fx2: -3.73968e-08   Fy2: -4.55433e-08   Fz2: -2.07888e-07  Fx3: -1.36046e-07   Fy3: -2.33970e-07   Fz3: 1.97665e-05 
t: 2.83000e-06   Fx1: -9.73710e-07   Fy1: 6.93673e-07   Fz1: 8.94140e-05  Fx2: -6.08327e-10   Fy2: -5.65623e-08   Fz2: -9.95962e-08  Fx3: -2.61435e-07   Fy3: -2.08748e-07   Fz3: 2.01848e-05 
t: 2.83999e-06   Fx1: 2.54586e-06   Fy1: -1.13120e-06   Fz1: 3.16881e-05  Fx2: 1.53747e-08   Fy2: 7.10915e-09   Fz2: -7.73813e-07  Fx3: -2.64538e-07   Fy3: -2.04154e-07   Fz3: 2.05916e-05 
t: 2.84999e-06   Fx1: 1.10435e-07   Fy1: 1.58614e-06   Fz1: -1.91908e-06  Fx2: -8.28228e-08   Fy2: -8.32289e-08   Fz2: -1.43681e-07  Fx3: -4.93986e-07   Fy3: -2.44722e-07   Fz3: 2.06423e-05 
t: 2.85999e-06   Fx1: -2.85342e-06   Fy1: 5.34154e-07   Fz1: 2.15473e-05  Fx2: 5.51788e-08   Fy2: -2.03253e-08   Fz2: -2.18331e-06  Fx3: -5.10054e-07   Fy3: -3.04387e-07   Fz3: 2.04123e-05 
t: 2.86999e-06   Fx1: 2.24281e-06   Fy1: -8.08162e-07   Fz1: -7.13339e-06  Fx2: -7.82903e-08   Fy2: -1.93974e-08   Fz2: 4.63929e-07  Fx3: -2.05455e-07   Fy3: -3.06249e-07   Fz3: 1.98188e-05 
t: 2.88000e-06   Fx1: -4.80059e-07   Fy1: 4.55545e-07   Fz1: 1.16849e-04  Fx2: 2.84578e-08   Fy2: 3.39862e-08   Fz2: 1.72073e-07  Fx3: -2.04229e-07   Fy3: -2.11349e-07   Fz3: 2.01415e-05 
